id,i_dialog,i_utterance,speaker,utterance
961,100,7,Rachel,"I was uh, tellin? Phoebe about that one crazy night after the Sigma Chi luau where you and I uh, we made out."
962,100,8,Melissa,What?
963,100,9,Rachel,"Remember?! We?come on, we both had the sarongs on, and we had the-the coconut bikini tops"
964,100,10,Melissa,Yeah?
965,100,11,Rachel,we went back to the house and we got really silly and we?we made out.
966,100,12,Melissa,"Oh wow, Ray-ray I have no idea what you?re talking about."
967,100,13,Phoebe,Really?!
968,101,0,Ross,Cassie?!
969,101,1,Cassie,Hey Ross!
970,101,2,Ross,Hey!
971,101,3,Cassie,"It?s been so long! Last time I saw you, you were setting up your tent in line to see"
972,101,4,Ross,"Oh. Oh, that?s right. So-so you did see me that day, because it seemed like you didn?t."
973,101,5,Tag,I?m ready for more.
974,101,6,Rachel,Tag
975,101,7,Tag,"Come on Rach, let?s give it another try."
976,101,8,Rachel,I?m having a baby.
977,101,9,Tag,Oh.
978,101,10,Rachel,You can go.
979,101,11,Tag,Thank you.
980,102,0,Monica,"She picked Rachel. I mean, she tried to back out of it, but it was obvious. She picked Rachel."
981,102,1,Chandler,"He took my joke, he took it."
982,102,2,Monica,It?s wrong. You know what else is wrong? Phoebe picking Rachel.
983,102,3,Chandler,You know who else picked Rachel?
984,102,4,Chandler,"Ross, and you know what else Ross did?"
985,102,5,Chandler,He stole my joke.
986,102,6,Chandler,You know what?
987,102,7,Chandler,I?m going to get a joke journal.
988,102,8,Chandler,Y?know?
989,102,9,Chandler,And document the date and time of every single one of my jokes.
990,102,10,Monica,That?s a good idea.
991,102,11,Chandler,Yeah!
992,102,12,Monica,Do you know what?s a bad idea?
993,102,13,Chandler,Picking Rachel.
994,103,0,Celia,Talk to me.
995,103,1,Ross,"OK.... um, a weird thing happened to me on the train this morning..."
996,103,2,Celia,No no no. Talk... dirty.
997,103,3,Ross,"Wha... what, here?"
998,103,4,Celia,Yes...
999,103,5,Ross,Ah....
1000,103,6,Celia,Say something.....
1001,103,7,Ross,Er.... um.....
1002,103,8,Celia,What?
1003,103,9,Ross,Um... uh.... vulva.
1004,104,0,Ross,Hey!
1005,104,1,Joey,How ya doin??
1006,104,2,Chandler,"Hey so, did uh, did she move out?"
1007,104,3,Joey,"Pretty much, yeah."
1008,104,4,Monica,I cannot believe you broke up with her just like that.
1009,104,5,Joey,"Well, when it?s not right, you know it."
1010,104,6,Chandler,You okay?
1011,104,7,Joey,Yeah! Yeah. I?ll be all right.
1012,104,8,Ross,Y?know what would cheer you up?
1013,104,9,Joey,What?
1014,104,10,Ross,"I?m giving this lecture on erosion theories tomorrow night, I think you should come."
1015,104,11,Joey,You?re right! That did cheer me up!
1016,105,0,Monica,You can not do this.
1017,105,1,Rachel,"Do what, do what?"
1018,105,2,Monica,Roger wants to take her out tomorrow night.
1019,105,3,Rachel,No! Phoebes! Don't you remember why you dumped the guy?
1020,105,4,Phoebe,"'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!"
1021,105,5,Monica,"But Phoebe, you can go out with a creepy guy any night of the year. I know I do."
1022,105,6,Rachel,"Well, what are you guys doing tomorrow night?"
1023,105,7,Rachel,"Okay, okay, I checked."
1024,105,8,Rachel,"We have: Earl Grey, English Breakfast, Cinnamon Stick, Camomile, Mint Medley, Blackberry, and.. oh, wait, there's one more, um.."
1025,105,9,Rachel,Lemon Soother.
1026,105,10,Rachel,"You're not the guy that asked for the tea, are you?"
1027,105,11,Rachel,Okay.
1028,106,0,Chandler,Damn
1029,106,1,Joey,"Hey, you're back!"
1030,106,2,Chandler,Hey.
1031,106,3,Joey,How was your conference?
1032,106,4,Chandler,"It was terrible. I fought with  my colleagues y'know, the entire time. Are you kidding with this? (Throws away another"
1033,106,5,Joey,"Oh, so your weekend was a total bust?"
1034,106,6,Chandler,"Uh, no, I got to see Donald Trump waiting for an elevator."
1035,106,7,Monica,Hi!
1036,106,8,Joey,"Hey, you're back too!"
1037,106,9,Monica,"Yeah. Umm, Chandler can I talk to you outside for a second?"
1038,106,10,Joey,"Hey, how was your chef thing?"
1039,106,11,Monica,"Oh, it was awful.  I guess some people just don't appreciate really good food."
1040,107,0,Chandler,Well hello!
1041,107,1,Joey,Where have you been?
1042,107,2,Chandler,The doctor.
1043,107,3,Ross,Is everything okay?
1044,107,4,Chandler,"Oh yes! Just had me a little nubbin-ectomy. Yep! Two nipples, no waiting."
1045,107,5,Monica,Wow! It?s like Rachel in High School.
1046,107,6,Rachel,What?!!
1047,107,7,Monica,"Come on! Come on, I was kidding! It was such an obvious joke!"
1048,107,8,Chandler,"That was an obvious joke, and I didn?t think of it."
1049,107,9,Chandler,Why didn?t I think of it?
1050,107,10,Chandler,The source of all my powers.
1051,107,11,Chandler,"Oh dear God, what have I done!"
1052,108,0,Phoebe,"Oh, I thought you weren?t coming. What? Where were you?"
1053,108,1,Leslie,"Come here, come here.  Okay, don?t get mad, okay."
1054,108,2,Phoebe,"Okay, don?t give me a reason to get mad, okay"
1055,108,3,Leslie,"I played Smelly Cat for the people at my old ad agency, they went nuts."
1056,108,4,Phoebe,"No, look, I told you that I didn?t want you to try and sell it, and you just, you big fat did it anyway."
1057,108,5,Phoebe,"God, y'know what, I think five years ago I probably would?ve done anything to play with you but, I can do it by myself."
1058,108,6,Phoebe,And if I can?t trust you then just forget it.
1059,108,7,Leslie,"No, no, I don?t want to forget it."
1060,108,8,Phoebe,Okay y'know what you have to choose.
1061,108,9,Phoebe,"All right, if-if the most important thing on the planet to you is this cat poopy thing then, okay you can have Smelly Cat, but we won?t be partners."
1062,108,10,Phoebe,So what?s it gonna be?
1063,109,0,Monica,"Mail call, Rachel Green, bunk seven."
1064,109,1,Rachel,"Thank you.  Oh, cool! Free sample of coffee!"
1065,109,2,Monica,Oh good! 'Cause where else would we get any?
1066,109,3,Rachel,Oh. Right. ...Oh great.
1067,109,4,Monica,What is it?
1068,109,5,Rachel,Country club newsletter.
1069,109,6,Rachel,My mother sends me the engagement notices for 'inspiration.'
1070,109,7,Rachel,Oh my God!
1071,109,8,Rachel,"Oh my God, it's Barry and Mindy!"
1072,109,9,Monica,Barry who you almost...?
1073,109,10,Rachel,Barry who I almost.
1074,109,11,Monica,"And Mindy, your maid of...?"
1075,109,12,Rachel,"Mindy, my maid of. Oh!"
1076,109,13,Monica,"That's Mindy? Wow, she is pretty.  Lucky. To have had a friend like you."
1077,110,0,Chandler,"Well, that?s the best kiss I?ve had with anyone I?ve ever met in a men?s room."
1078,110,1,Ginger,"Actually, me too."
1079,110,2,Chandler,"Op, foot in a puddle, foot all in a puddle."
1080,110,3,Ginger,"Oh damn, I hate that."
1081,110,4,Chandler,"Yeah, we?re gonna have to get you out of those shoes."
1082,110,5,Ginger,"Oh, don?t worry about it."
1083,110,6,Chandler,"No, really you?re gonna freeze."
1084,110,7,Ginger,"No, I?m not."
1085,110,8,Chandler,"You?re not, what do you, what do you got a bionic foot?"
1086,110,9,Ginger,"Some day, maybe."
1087,111,0,Joey,"OK, listen I?ve been on sets before, so let me give you a little advice, alright?"
1088,111,1,Joey,"It?s a show, but we?re just dancing, OK?"
1089,111,2,Joey,It?s no big deal.
1090,111,3,Joey,The important thing to remember ? stay cool.
1091,111,4,Ross,Got it!
1092,111,5,Ross,Oh my God it?s just like I dreamed it!
1093,111,6,Director,"OK, everyone gather up."
1094,111,7,Ross,?Scuse us
1095,111,8,Director,"Here?s what?s gonna happen. The music?s gonna start, you?re gonna dance, we?re gonna tape, you don?t look at the camera. Any questions?"
1096,111,9,Ross,"Yeah, I have a question. When is this gonna air?"
1097,111,10,Director,"Uh, yeah."
1098,111,11,Director,"Now you guys dance over there, you guys over there, and I want you two right around here, and everyone else spread out."
1099,111,12,Joey,Ross! So when is it gonna air?
1100,112,0,Phoebe,"No, no, no. I'm sorry. It's """
1101,112,1,Stephanie,"Smelly cat, smel-ly cat"
1102,112,2,Phoebe,Better. Yeah.
1103,112,3,Stephanie,Yeah?
1104,112,4,Phoebe,"Yeah, much better. And you know what, don't feel bad, because it's a hard song."
1105,112,5,Stephanie,Yeah.
1106,112,6,Phoebe,You wanna try it again?
1107,112,7,Stephanie,Yeah. From the top?
1108,112,8,Phoebe,"Ok, there is no top. That's the beauty of Smelly Cat. Um, why don't you just follow me?"
1109,112,9,Stephanie,Ok.
1110,112,10,Phoebe,Mmmm hmmm.
1111,112,11,Phoebe,That's too much. Sorry.
1112,113,0,Rachel,Oh my God!
1113,113,1,Phoebe,"I know! Monica?s gonna have a baby! Hey, can this count as her something new?"
1114,113,2,Rachel,Oh my God!
1115,113,3,Phoebe,"Hey, do you think this is why Chandler took off?"
1116,113,4,Rachel,"No, she had to have just taken that test because I took out the trash last night."
1117,113,5,Phoebe,"Oh God, this is turning into the worst wedding day ever! The bride is pregnant. The groom is missing. And I?m still holding this."
1118,113,6,Rachel,"Okay Phoebe, we cannot tell anyone about this."
1119,113,7,Phoebe,Right.
1120,113,8,Rachel,Okay?
1121,113,9,Phoebe,"Yeah, okay. Hey, wait. Do you know what kind of birth control she was using?"
1122,113,10,Rachel,No. Why?
1123,113,11,Phoebe,"Just for the future, this is hardly a commercial for it."
1124,114,0,Chandler,Morning.
1125,114,1,Joey,"Morning, hey, you made pancakes?"
1126,114,2,Chandler,"Yeah, like there's any way I could ever do that."
1127,114,3,Janice,"Monica and Rachel had syrup, now I can get my man to cheer up.  Good morning Joey."
1128,114,4,Joey,Good morning.
1129,114,5,Chandler,"Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me."
1130,114,6,Janice,"Oh, I wish. Look, honey, you have that report to finish, and I gotta go see my lawyer."
1131,114,7,Ross,"So I told Carl, ?Nobody, no matter how famous their parents are, nobody is allowed to climb on the dinosaur.? But of course this went in one ear and out....."
1132,114,8,Rachel,I love how he cares so much about stuff. If I squint I can pretend he?s Alan Alda.
1133,114,9,Monica,"Oh good, another dinosaur story. When are those gonna become extinct?"
1134,114,10,Chandler,If I was a superhero who could fly
1135,114,11,Gunther,What does Rachel see in this guy? I love Rachel. I wish she was my wife.
1136,114,12,Phoebe,Who?s singing?
1137,115,0,Rachel,I cannot believe I?m gonna meet Jessica Ashley!
1138,115,1,Joey,Okay wait-wait p-please be cool! Okay? I work with this woman.
1139,115,2,Rachel,"Okay, I?m totally cool!"
1140,115,3,Jessica Ashley,Come in.
1141,115,4,Joey,Hey Jessica.
1142,115,5,Rachel,Hey Jess.
1143,115,6,Joey,"Ah, this is my friend Rachel."
1144,115,7,Jessica Ashley,Hi.
1145,115,8,Rachel,?Sup?
1146,115,9,Joey,"Uh listen, here?s your Soapie. I accepted it for ya."
1147,115,10,Jessica Ashley,Oh my God! I won! Do you have any idea what this means?!
1148,115,11,Joey,"Well, that-that-that?s it? You?re gonna, you?re gonna put it on your shelf or anything?"
1149,115,12,Chandler,Why?
1150,115,13,Mr. Geller,You stole my moves.
1151,116,0,Dr. Green,just because you?re not in love with the guy you can?t
1152,116,1,Phoebe,"Wow, you told your dad the truth."
1153,116,2,Rachel,About an hour ago.
1154,116,3,Phoebe,Wanna go see a movie?
1155,116,4,Rachel,Yes!  Bye daddy.
1156,116,5,Dr. Green,there?s gonna be a wedding!
1157,116,6,Dr. Green,That?s unacceptable Rachel!
1158,116,7,Dr. Green,What the hell does love have to do with it anyway?!
1159,116,8,Dr. Green,There are more important things in a marriage other than love!
1160,116,9,Dr. Green,constantly thinking about things!
1161,116,10,Dr. Green,You have to think about the consequences of your decision.
1162,116,11,Joey,Hey! I do too think about the consequences of my decisions!  What gives you the right to?  Go to hell!  Stupid guy on my phone.
1163,117,0,Rachel,"Oh, and then, we got into this big, stupid fight."
1164,117,1,Rachel,"I just, it was awful."
1165,117,2,Rachel,"I told him he treats me like a park ranger, or something, oh and then I told him I wanted to take a break, I don?t want to take a break."
1166,117,3,Mark,Wow. I?m sorry. Eggroll?
1167,117,4,Monica,"Okay, so it doesn?t involve Ross or Rachel or Chandler or Joey. But, what about Pete?"
1168,117,5,Phoebe,No!
1169,117,6,Monica,What is it?! What about Pete?
1170,117,7,Phoebe,I don?t know!
1171,117,8,Monica,"Okay, I feel like I?m talking to Lassie. All right, Phoebe would you just tell me!"
1172,117,9,Phoebe,I can?t!!
1173,117,10,Monica,"Okay, I gotta go."
1174,117,11,Phoebe,"I, but you?re so close! No!"
1175,117,12,Monica,"Okay, does it involve something to do with Pete?s computer company?"
1176,117,13,Phoebe,"Oh, just go. You?re never gonna get it!"
1177,118,0,Chandler,Hi.
1178,118,1,Monica,Hey!
1179,118,2,Chandler,Why is Phoebe singing to Carl Mulden?
1180,118,3,Phoebe,"Ooh, y?know what, I think it?s time for puppy to go out again. Come on, let?s go to the balcony."
1181,118,4,Monica,What?!
1182,118,5,Phoebe,"Umm, the street. Come on, let?s go to the street. Ooh, listen, don?t go onto the balcony until after I get back."
1183,118,6,Monica,"So, did you do it?"
1184,118,7,Chandler,I-I think we have too.
1185,118,8,Kathy,Okay. Bye.
1186,118,9,Chandler,Bye.  Are you still out there?
1187,118,10,Kathy,No.
1188,119,0,Monica,I don?t believe this!
1189,119,1,Monica,"Wow, look at this refrigerator!"
1190,119,2,Monica,It?s gigantic!
1191,119,3,Monica,I mean I could live in this thing!
1192,119,4,Monica,"I?d be cold, but I?m always cold."
1193,119,5,Monica,"Oh my God, look at these spider burners!"
1194,119,6,Monica,I love spider burners.
1195,119,7,Joey,"Yeah, yeah."
1196,119,8,Joey,"He?s got a, he?s got a really bad cough, and our vet, he can?t do anything about it."
1197,119,9,Joey,Is there something you can do?
1198,119,10,Guru Saj,"Hmm, let me see. Let me see. Do you think you could get him to eat a bat?"
1199,120,0,Ross,Slides are almost ready.
1200,120,1,Jill,"Yeah. Ooh, I know what this is missing! Alcohol!"
1201,120,2,Ross,"Uh okay, well there?s-there?s wine in the kitchen."
1202,120,3,Jill,Oh great!
1203,120,4,Ross,Hello?
1204,120,5,Ross,"O-okay, Rach calm-calm down, okay? She-she?s really upset we?re just talking."
1205,120,6,Rachel,"Ooh, your brother. Score!"
1206,120,7,Monica,What?s up?
1207,120,8,Ross,"Oh, I?m just over here with Ben. I thought we?d say hi."
1208,120,9,Monica,"Oh, put him on!"
1209,120,10,Ross,"Ben, say hi to Aunt Monica."
1210,120,11,Ross,"Oh, I guess he doesn?t feel like talking right now."
1211,120,12,Ross,He?s smiling though!
1212,120,13,Ross,"Okay, talk to you later."
1213,121,0,Rachel,"Oh God, I really had a good time!"
1214,121,1,Dave,"Yeah, me too.  So, I guess this is it."
1215,121,2,Rachel,"Yeah. Umm, unless you wanna come inside?"
1216,121,3,Dave,Yeah!
1217,121,4,Phoebe,I will find a selfless good deed!
1218,121,5,Phoebe,'Cause I just gave birth to three children and I will not let them be raised in a world where Joey is right!
1219,121,6,Chandler,"Hey, Monica? Can I ask you a cooking question?"
1220,121,7,Monica,Sure!
1221,121,8,Chandler,"If you're cooking on the stove, does that mean that your new secret boyfriend is better in bed than Richard?"
1222,121,9,Rachel,Chandler!  Is he?
1223,121,10,Monica,"Well, y'know I-I-I think I'm gonna respect the privacy of my new secret boyfriend."
1224,121,11,Chandler,Why?! I mean if this guy was
1225,122,0,Monica,You look cute in bubbles.
1226,122,1,Chandler,"Ehh, you're just liquored up."
1227,122,2,Joey,"Hey, it's me! I'm comin' in!"
1228,122,3,Chandler,"I've had a very long, hard day."
1229,122,4,Joey,"Ahh, I'm gonna go get some chicken. Want some?"
1230,122,5,Chandler,"Ahh, no thanks. No chicken, bye-bye then."
1231,122,6,Joey,Okay.
1232,122,7,Joey,You sure? Some extra crispy? Dirty rice? Beans?
1233,122,8,Chandler,"For the last time no! Get out! Get out, Joey!"
1234,122,9,Joey,All right!
1235,122,10,Chandler,"Are you okay? I'm so sorry, he wouldn't leave. He kept asking me about chicken."
1236,122,11,Monica,Chicken? I could eat some chicken.
1237,122,12,Chandler,Hey Joe!
1238,122,13,Chandler,"Yeah, can I get a 3-piece, some cole slaw, some beans, and a Coke-(Yelps in"
1239,123,0,Ross,Hi!
1240,123,1,Phoebe,Hey!
1241,123,2,Rachel,"Yeah, maybe if you gave this girl a chance it would go somewhere."
1242,123,3,Joey,"Look, I?m sorry you guys, I-I just don?t think so."
1243,123,4,Phoebe,Whatever.
1244,123,5,Rachel,Fine.
1245,123,6,Joey,"Hey, don?t start judging me!"
1246,123,7,Joey,Huh?
1247,123,8,Joey,You?re the one who?s in love with her assistant!
1248,123,9,Joey,Huh?
1249,123,10,Joey,"And you, you?re the one having the affair with the guy who keeps the pigeons on the roof!"
1250,123,11,Rachel,Phoebe!
1251,123,12,Phoebe,Secret
1252,124,0,Monica,I swear I didn?t know she was a hooker! I mean wh?Did you let her smoke in here?
1253,124,1,Chandler,"Her ass print is still on your grandmother?s quilt, do you really want to talk about smoking?"
1254,124,2,Monica,"Y?know what? I?m gonna make this up to you. I promised you a stripper , and you?re gonna get a stripper."
1255,124,3,Chandler,Monica! Wait!
1256,124,4,Monica,What?
1257,124,5,Chandler,Carry on.
1258,124,6,Monica,"Ooh, these tennis shoes are so tight. I think I?ll take them off."
1259,124,7,Phoebe,"Okay, now would you say that that?s more than 50 yards away from Sting, his wife, or a member of his family?"
1260,124,8,Ross,Yeah.
1261,124,9,Phoebe,Then that?s not breaking the law! I?m there!
1262,125,0,Joey,"Hey!  Now, we're not actually gonna be sleeping in her, but do you mind?"
1263,125,1,Chandler,"Okay, now let?s decide who has the nicest ass."
1264,125,2,Joey,And there you go!
1265,125,3,All,"Oh, yeahhhhh!!!"
1266,125,4,Monica,Chandler!!
1267,125,5,Chandler,At least let me smoke it to the good part.
1268,125,6,Phoebe,"Okay.  Oh, no!"
1269,125,7,Rachel,"What, what?s it, what?s going on?"
1270,125,8,Phoebe,"Yeah, this has happened before."
1271,125,9,Rachel,So you know how to fix it?
1272,125,10,Phoebe,Yep. Put more gas in.
1273,126,0,Mr. Zelner,Hi Rachel!
1274,126,1,Rachel,Hi!
1275,126,2,Mr. Zelner,Come on in.
1276,126,3,Mr. Zelner,It's really nice to see you again.
1277,126,4,Rachel,Thank you.
1278,126,5,Mr. Zelner,"Oh Rachel, uhh"
1279,126,6,Rachel,What?
1280,126,7,Mr. Zelner,Just ah
1281,126,8,Rachel,Excuse me?
1282,126,9,Mr. Zelner,Here let me
1283,126,10,Rachel,Wh-whoa!
1284,126,11,Rachel,"All right, okay-okay, I see, I see what's going on here!"
1285,126,12,Rachel,"Now listen, look-look, I'm sorry if I gave you the wrong impression, but I am"
1286,127,0,Cynthia,"God, this was really fun! I've been wondering if you were going to ask me out."
1287,127,1,Joey,"So you uh, still wondering?"
1288,127,2,Cynthia,"No, we just went out."
1289,127,3,Joey,You're smart. I like that.
1290,127,4,Cynthia,"Oh, candles!  What is that? A blanket? A video camera? Oh my God!"
1291,127,5,Joey,"Oh no-no-no-no, wait-wait-wait!!"
1292,127,6,Cynthia,I can't believe you thought that you were going to video tape us having sex on the first date!
1293,127,7,Joey,Hiya.
1294,127,8,Rachel,"Joey, is what she just said umm?Oh my God.  You were actually gonna"
1295,127,9,Chandler,What is going on here?
1296,127,10,Rachel,"And with Chandler in the next room. What are you, what are you sick?"
1297,127,11,Joey,"I'm Joey. I mean, I'm disgusting. I make low-budget adult films."
1298,128,0,Joey,Here? In the hall? What are we animals?
1299,128,1,Rachel,"Well honey, I?m late for a meeting. So can you just make it quick?"
1300,128,2,Joey,"Okay umm, I just came by to tell you that I?want to have dinner with you tonight. That?s all."
1301,128,3,Rachel,Sure! That sounds great! Just leave me a message and tell me where to meet you. Okay?
1302,128,4,Joey,Okay.
1303,128,5,Joey,That?s good.
1304,128,6,Joey,"Okay, that give you a couple hours to prepare what you?re gonna say."
1305,128,7,Joey,Good.
1306,128,8,Joey,Yeah.
1307,128,9,Joey,Don?t you people ever knock?
1308,128,10,Joey,!
1309,129,0,Chandler,"Not to shabby, I got this all off myself?using my wife?s tools.  Oh my God!"
1310,129,1,Monica,How did you get in there?!
1311,129,2,Chandler,You?re messy.
1312,129,3,Monica,Oh no! You weren?t supposed to see this!
1313,129,4,Chandler,I married Fred Sanford!
1314,129,5,Monica,"No Chandler, you don?t understand! (Chandler starts singing the theme for"
1315,129,6,Chandler,"No, honey you?re not sick! Look, I don?t love you because you?re organized, I love you in spite of that."
1316,129,7,Monica,Really? You promise you won?t tell anyone?
1317,129,8,Chandler,"Yes! And look, now that I know if I got some extra stuff lying around can we, can we share the closet."
1318,129,9,Monica,Well?it?s just umm?I?m afraid you might mess it up.
1319,130,0,Rachel,"Okay, Phoebe, honey, you gotta be kidding. I mean, you"
1320,130,1,Phoebe,"Why not?! Maybe I can, you don't know!"
1321,130,2,Rachel,"Yes! Yes! Yes, I do! I do know! Frank and Alice are gonna want to keep"
1322,130,3,Phoebe,Maybe not!
1323,130,4,Phoebe,Y'know?
1324,130,5,Phoebe,"Seriously, three babies are a handful maybe they're y'know, looking for a chance to unload one of them."
1325,130,6,Phoebe,"Listen, I-I hate to miss an opportunity just because I didn't"
1326,130,7,Rachel,"Phoebe, no! This is, this is insane."
1327,130,8,Phoebe,"Oh, just ask him!"
1328,130,9,Rachel,Me?!
1329,130,10,Phoebe,I
1330,130,11,Rachel,No! Forget it! I am
1331,130,12,Phoebe,You're right.
1332,130,13,Phoebe,Tell him it's for you.
1333,131,0,Ross,A
1334,131,1,All,Eww!
1335,131,2,Phoebe,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!"
1336,131,3,Young Ethan,Huh!
1337,131,4,Monica,"But I figured, you know, that shouldn't change anything. I mean, what the hell does it matter how old we are."
1338,131,5,Young Ethan,"Uh, listen um, as long as we're telling stuff, uh, I have another one for you."
1339,131,6,Young Ethan,I'm a little younger than I said.
1340,131,7,Monica,You're not a senior?
1341,131,8,Young Ethan,"Oh, I'm a senior... in High School."
1342,131,9,Monica,Ok...ay.
1343,132,0,Monica,What the hell happened?!
1344,132,1,Joey,I am so-so-so sorry.
1345,132,2,Joey,I was gonna do it!
1346,132,3,Joey,Really!
1347,132,4,Joey,"But I was standing there with 327 dollars in one hand and 238 dollars in the other hand, and I was thinking, ""Wow!"
1348,132,5,Joey,"It?s been a long time since I had?  327 + 238 dollars!"""
1349,132,6,Monica,"Joey, we had a deal. That-that?s why you?re here! I?ve got to fire you!"
1350,132,7,Joey,And I gotta pay rent!
1351,132,8,Joey,"Look, how-how about this?"
1352,132,9,Joey,"You don?t fire me, instead I stay here, I gain their trust, and they?ll start listening to all the nice things I?ve been saying about you."
1353,132,10,Monica,What kinda things have you been saying?
1354,132,11,Joey,"Well nothing yet, they really hate you and I want to fit in."
1355,133,0,Rachel,Morning. You wanted to see me?
1356,133,1,Mr. Zelner,"Please, come in. Have a seat."
1357,133,2,Rachel,Okay look Mr. Zelner
1358,133,3,Mr. Zelner,Oh I think it?s best that I speak first.
1359,133,4,Rachel,Yeah.
1360,133,5,Mr. Zelner,I?ve asked Lee from human resources to be here as a witness to our conversation.
1361,133,6,Rachel,Oh God.
1362,133,7,Mr. Zelner,If I in any way implied that I wanted to buy your baby?I am sorry.
1363,133,8,Mr. Zelner,Okay?
1364,133,9,Mr. Zelner,"Last week when I asked you when your due date was uh, I certainly did not mean that I felt that"
1365,134,0,Chandler,"So ah, whatcha watching?"
1366,134,1,Joey,Baywatch.
1367,134,2,Chandler,What?s it about?
1368,134,3,Joey,Lifeguards.
1369,134,4,Chandler,"Well, it sounds kinda stupid...  Who?s she?"
1370,134,5,Joey,Nicole Eggert. You'll like her.
1371,134,6,Chandler,Wow! Look at them run.
1372,134,7,Joey,"They do that a lot. Hey, you want a beer?"
1373,134,8,Chandler,"Yeah, I?ll go get one."
1374,134,9,Joey,"No, no, no, don?t get up, I got a cooler right here."
1375,135,0,Doug,Bing!
1376,135,1,Kara,Oww!!
1377,135,2,Monica,Game!
1378,135,3,Doug,"Well, I gotta tell ya Bing; that partner of yours is a real tiger.  Are you all right sweethart?"
1379,135,4,Kara,I'm not all right.
1380,135,5,Phoebe,"Well, if you really wanna know, I'm?Oh! I can't tell you this."
1381,135,6,Chandler,"Phoebe, it's me. You can tell me anything."
1382,135,7,Phoebe,Well actually you're the one person I can't tell this too. And the one person I want to the most.
1383,135,8,Chandler,What's going on?
1384,135,9,Phoebe,"I think it's just y'know that I haven't been with a guy in so long and how sometimes you're looking for something and you just don?t even see that it's right there in front of you sipping coffee?Oh no, have I said to much?"
1385,135,10,Phoebe,Well it's just something to think about.
1386,135,11,Phoebe,I know I will.
1387,136,0,Phoebe,Food here at 'Javu'..will kill you..the food here    at 'Javu' ...will kill you..
1388,136,1,Monica,"Thank god, it's just you! I thought someone was swinging a bag    of cats against the wall."
1389,136,2,Phoebe,"You'd better get back in that kitchen Monica, the garlic is    not gonna overuse itself."
1390,136,3,Monica,"Ok, you have to stop playing now."
1391,136,4,Phoebe,Why? The only person my playing is bothering is you!
1392,136,5,Monica,"Oh yeah? Ok, let's settle this, come on!"
1393,136,6,Phoebe,Get your garlic-peelers    off me!
1394,136,7,Monica,"Excuse me, excuse me, hi, I'm    Monica Geller..I'm the head chef here.. ..    Ok, I was actually expecting a little applause there, but whatever!"
1395,136,8,Monica,"Ok, quick    question: by a show of hands, how many of you were bothered by this woman's    singing outside?"
1396,136,9,Phoebe,"Ok, ok, how many of you"
1397,136,10,Ross,"And then, you try to make the best of a bad situation, so you float the idea of a threesome?"
1398,136,11,Charlie,I didn't do that.
1399,136,12,Ross,Me neither.
1400,137,0,Joey,"So, Ross and Rachel got married, Monica and Chandler almost got married, do you think you and I should hook up?"
1401,137,1,Phoebe,"Oh we do, but not just yet."
1402,137,2,Joey,"Really?! Well, when?"
1403,137,3,Phoebe,"Okay umm, well, first Chandler and Monica will get married and be filthy rich by the way. Yeah. But it won?t work out."
1404,137,4,Joey,Wow.
1405,137,5,Phoebe,"I know. Then, I?m gonna marry Chandler for the money and you?ll marry Rachel and have the beautiful kids."
1406,137,6,Joey,Great!
1407,137,7,Phoebe,But then we ditch those two and that?s when we get married.
1408,137,8,Phoebe,We?ll have Chandler?s money and Rachel?s kids and getting custody will be easy because of Rachel?s drinking problem.
1409,137,9,Joey,"Oh-oh, what about Ross?"
1410,137,10,Phoebe,"I don?t want to go into the whole thing, but umm, we have words and I kill him."
1411,138,0,Jason,"...and I know I'll never miss doing it, but I gotta tell you, it's pretty cool knowing that you're making a difference in a kid's life."
1412,138,1,Phoebe,"That is so great! Oh, I...  Oh my God!"
1413,138,2,Jason,Whoa!
1414,138,3,Phoebe,Oh my God!!!
1415,138,4,Jason,"Ahh-ahh, we'd better call the fire department!"
1416,138,5,Phoebe,No! No!
1417,138,6,Jason,"No, no?"
1418,138,7,Phoebe,"Well, we don't n-n-n-n-need a fireman, we'd, we'd like a good mechanic."
1419,138,8,Phoebe,"Oh my God, here they come!"
1420,138,9,Phoebe,"Well, we gotta get out of here!"
1421,138,10,Jason,W-w-w-wait! Why?!
1422,138,11,Kate,"Right, at the end, you choked on a cookie."
1423,138,12,Joey,"Yeah, that was real."
1424,139,0,Ross,"Okay, Monica. Mon, uh what-what you just saw"
1425,139,1,Monica,"Can I ask you just a little question, huh? Why tonight?"
1426,139,2,Rachel,What?
1427,139,3,Monica,"See, I?ve been waiting my whole life to be engaged, and unlike some people I?m only planning on doing this once."
1428,139,4,Monica,"So, uh y?know, maybe this is selfish and I?m sorry about it, but I was kinda hoping tonight could just be about that."
1429,139,5,Woman,Ohh great.
1430,139,6,Ross,"Can I, can I help you with something?"
1431,139,7,Woman,"Well, I don?t know. Are you a masseur?"
1432,139,8,Ross,Yes I am.
1433,139,9,Woman,"Great!  Dad!  Thank you so much, I?ll be back to pick him up in an hour."
1434,140,0,Chandler,Come on! Why are we here?!
1435,140,1,Ross,"Okay, okay take a guess."
1436,140,2,Chandler,The hot chicks?
